"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5"
"ENSG00000284368.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284370.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284372.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284373.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284375.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284376.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000284377.1",7,0,0,1,0,0,0,0,0,0
"ENSG00000284378.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284380.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284385.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284386.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284387.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284388.1",0,0,0,0,0,0,0,0,1,0
"ENSG00000284391.1",8,3,20,2,9,5,3,5,2,5
"ENSG00000284393.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284394.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284395.2",3,26,2,1,1,29,4,9,4,8
"ENSG00000284399.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284402.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000284407.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284410.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284411.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284412.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284415.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284416.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284418.2",11,2,0,0,0,0,0,0,0,3
"ENSG00000284419.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284421.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284424.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284425.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284427.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284428.1",21,201,432,27,98,102,94,76,36,58
"ENSG00000284430.1",17,13,32,6,1,1,0,7,12,6
"ENSG00000284431.1",0,0,0,1,0,0,1,2,4,1
"ENSG00000284433.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284435.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284436.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284438.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284439.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284440.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284442.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284443.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284446.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284447.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284448.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284450.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284452.1",0,0,0,0,0,2,0,2,0,0
"ENSG00000284453.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284458.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284459.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284461.2",0,0,0,1,0,0,0,0,3,0
"ENSG00000284463.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284464.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284465.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284469.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000284471.1",2,0,3,1,2,22,1,4,4,0
"ENSG00000284473.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284474.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284479.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284481.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284482.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284484.1",3,2,13,0,1,0,1,0,4,2
"ENSG00000284485.1",1,0,0,0,0,41,0,46,15,47
"ENSG00000284488.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284489.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284490.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000284491.2",1,2,0,1,2,0,0,2,0,0
"ENSG00000284498.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000284499.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284500.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000284503.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284505.1",18,0,3,5,15,1,2,6,13,10
"ENSG00000284508.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284512.1",4,7,6,5,5,2,0,5,3,3
"ENSG00000284513.1",0,0,0,0,0,2,0,0,0,0
"ENSG00000284516.1",1,1,0,0,0,0,2,1,0,0
"ENSG00000284517.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284518.1",0,0,0,0,0,0,0,0,0,1
"ENSG00000284519.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284520.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284522.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284523.2",8,14,32,2,11,13,0,10,2,9
"ENSG00000284525.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284526.1",21,322,161,83,80,45,8,47,18,54
"ENSG00000284532.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284534.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000284535.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284536.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284538.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284540.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284541.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284542.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284543.1",65,3,27,8,4,26,3,26,10,10
"ENSG00000284544.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284546.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284547.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284550.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284553.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284554.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000284557.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284558.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284561.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284564.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284565.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284567.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284568.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284570.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284572.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284574.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284575.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284583.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284584.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284585.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284586.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284587.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284591.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284592.2",0,0,0,0,0,0,0,0,1,0
"ENSG00000284594.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284595.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284596.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284600.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000284601.1",0,4,4,1,0,9,0,2,2,0
"ENSG00000284602.1",8,25,37,10,25,20,17,41,3,23
"ENSG00000284603.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284604.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284605.1",0,10,13,2,2,16,0,6,7,8
"ENSG00000284606.1",3,6,6,0,12,11,0,16,8,22
"ENSG00000284607.1",0,0,5,1,4,1,2,2,1,1
"ENSG00000284608.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284609.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284610.1",26,7,67,44,12,1,1,17,9,31
"ENSG00000284611.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284612.1",0,1,5,0,0,3,0,0,0,0
"ENSG00000284613.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284614.1",1,0,0,1,0,8,0,0,0,3
"ENSG00000284615.1",23,7,1,3,11,1,0,8,0,5
"ENSG00000284616.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000284617.1",0,0,1,0,0,2,0,0,0,0
"ENSG00000284618.1",4,5,2,3,1,2,0,1,3,0
"ENSG00000284619.1",1,0,0,0,0,0,0,1,0,0
"ENSG00000284620.2",2,5,2,23,1,1,1,9,2,6
"ENSG00000284621.1",2,2,5,5,0,2,0,3,0,2
"ENSG00000284622.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000284623.1",1,0,0,0,0,0,0,0,0,0
"ENSG00000284624.1",7,23,63,9,16,9,3,4,1,8
"ENSG00000284625.1",1,1,2,0,0,0,0,0,0,1
"ENSG00000284626.1",0,0,0,0,1,0,0,1,1,0
"ENSG00000284627.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284628.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284629.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284630.1",8,0,5,8,7,0,1,0,2,2
"ENSG00000284631.1",0,0,1,0,2,3,2,0,0,1
"ENSG00000284632.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284633.1",6,8,13,12,5,17,2,35,20,61
"ENSG00000284634.1",6,9,22,35,59,5,2,15,3,4
"ENSG00000284635.1",0,0,0,0,0,0,1,0,0,0
"ENSG00000284636.1",15,14,0,162,5,1,0,0,1,12
"ENSG00000284637.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284638.1",1,2,0,0,10,0,0,0,0,2
"ENSG00000284639.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284640.1",1,0,4,2,0,11,0,35,11,24
"ENSG00000284641.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000284642.1",14,28,23,16,5,33,23,37,44,49
"ENSG00000284643.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284644.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284645.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284646.1",0,0,0,0,0,5,0,8,20,25
"ENSG00000284648.1",2,7,3,967,3,4,0,4,8,8
"ENSG00000284649.1",9,8,2,6,3,0,4,1,0,0
"ENSG00000284650.1",0,0,2,0,0,0,0,0,0,1
"ENSG00000284651.1",3,0,6,6,3,1,0,0,0,1
"ENSG00000284652.1",12,14,6,15,6,1,15,3,13,9
"ENSG00000284653.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284654.1",3,5,15,17,6,6,0,0,0,12
"ENSG00000284655.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284656.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284657.1",3,2,3,2,0,2,4,8,0,1
"ENSG00000284658.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284659.1",8,0,1,8,0,0,1,12,10,11
"ENSG00000284660.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284661.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284662.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284663.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284664.1",10,13,27,2,7,15,3,10,6,10
"ENSG00000284665.1",0,1,0,0,0,0,1,0,0,0
"ENSG00000284666.1",0,0,3,0,0,0,0,0,0,0
"ENSG00000284667.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284668.2",0,0,0,228,0,0,0,2,0,0
"ENSG00000284669.1",29,16,18,3,16,126,72,69,88,23
"ENSG00000284670.1",3,4,17,7,5,2,5,4,9,8
"ENSG00000284671.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000284672.1",7,0,5,8,10,0,1,2,9,5
"ENSG00000284673.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284674.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284675.1",3,2,2,4,2,6,0,1,4,1
"ENSG00000284676.1",0,0,2,0,0,0,0,0,0,0
"ENSG00000284677.1",0,0,4,0,2,1,0,0,0,0
"ENSG00000284678.1",0,1,0,0,1,0,0,0,0,2
"ENSG00000284679.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284680.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284682.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284684.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284685.1",2,9,3,0,0,5,1,1,0,1
"ENSG00000284686.1",3,5,2,5,1,0,5,6,9,1
"ENSG00000284687.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284688.1",1,0,1,0,0,0,0,1,0,0
"ENSG00000284689.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284690.3",1,4,2,2,18,4,2,1,21,9
"ENSG00000284691.1",113,237,194,298,79,245,234,239,218,433
"ENSG00000284692.2",0,0,107,0,0,0,0,0,6,7
"ENSG00000284693.1",56,59,75,49,45,29,57,48,100,98
"ENSG00000284694.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000284695.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284696.2",0,0,0,1,0,0,0,0,0,0
"ENSG00000284697.1",0,0,4,0,1,0,3,3,0,0
"ENSG00000284698.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284699.1",0,0,0,0,2,0,0,2,0,1
"ENSG00000284700.1",0,0,0,0,6,0,0,0,0,0
"ENSG00000284701.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284702.1",0,1,0,0,1,0,0,0,0,0
"ENSG00000284703.1",0,0,1,5,0,0,1,0,0,0
"ENSG00000284704.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284705.1",0,1,4,0,0,0,0,0,0,3
"ENSG00000284706.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284707.2",40,78,171,10,22,35,15,48,21,43
"ENSG00000284708.1",7,2,37,1,0,22,1,26,35,42
"ENSG00000284709.1",3,15,5,0,0,5,0,7,0,1
"ENSG00000284710.1",0,1,0,0,0,0,0,0,0,0
"ENSG00000284711.1",0,1,6,0,1,5,0,1,0,0
"ENSG00000284713.1",2,4,29,2,52,13,1,15,3,0
"ENSG00000284715.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000284716.1",0,5,3,2,0,4,2,1,3,2
"ENSG00000284717.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000284718.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284719.1",12,1,1,3,9,7,0,6,2,9
"ENSG00000284720.1",0,3,0,0,0,0,0,0,0,0
"ENSG00000284721.1",0,0,0,0,0,0,0,0,0,1
"ENSG00000284722.2",0,0,1,0,1,1,0,0,0,1
"ENSG00000284723.1",0,0,1,0,0,0,0,2,0,0
"ENSG00000284724.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284725.1",0,0,0,0,0,0,6,0,0,0
"ENSG00000284726.1",15,4,19,11,17,15,3,16,29,33
"ENSG00000284727.1",2,136,2,0,17,15,0,5,7,4
"ENSG00000284728.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284730.1",4,14,2,16,3,8,13,6,13,22
"ENSG00000284731.1",1,2,2,31,2,0,0,2,4,4
"ENSG00000284732.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284733.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284734.1",2,1,1,1,5,2,7,3,7,5
"ENSG00000284735.1",3,9,13,7,7,37,7,11,11,24
"ENSG00000284736.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284738.1",13,17,36,1,14,4,4,1,3,4
"ENSG00000284739.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284740.1",9,16,20,49,13,23,7,18,13,42
"ENSG00000284741.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284742.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284743.1",0,0,2,0,0,0,0,0,0,0
"ENSG00000284744.1",0,1,2,0,0,0,0,0,0,0
"ENSG00000284745.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284746.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284747.1",21,9,14,9,14,72,27,31,28,12
"ENSG00000284748.1",0,1,0,0,0,0,0,0,4,1
"ENSG00000284753.2",179,254,186,434,465,75,28,75,135,151
"ENSG00000284762.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284763.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284770.2",37,204,65,27,42,37,16,22,29,18
"ENSG00000284772.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284773.1",29,25,146,23,19,27,14,34,57,66
"ENSG00000284776.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284779.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000284783.1",0,4,4,0,1,0,0,0,0,0
"ENSG00000284788.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284791.2",0,0,0,0,0,0,0,0,0,1
"ENSG00000284797.1",0,0,0,1,0,0,0,0,0,0
"ENSG00000284800.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284803.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284808.1",0,0,0,2,0,0,0,2,0,0
"ENSG00000284809.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284820.1",2,0,0,1,0,0,1,1,0,0
"ENSG00000284823.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284824.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284825.1",0,26,1,0,1,2,0,1,0,1
"ENSG00000284829.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284830.1",3,4,28,1,3,2,1,10,2,6
"ENSG00000284834.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284837.1",0,0,0,0,0,8,0,0,9,11
"ENSG00000284839.1",2,0,0,0,0,0,0,1,0,0
"ENSG00000284840.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284842.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284844.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284846.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284847.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284848.2",0,0,0,0,1,0,0,0,0,0
"ENSG00000284858.1",2,2,0,0,0,0,0,1,0,0
"ENSG00000284862.3",18,24,50,2,0,22,6,12,1,2
"ENSG00000284867.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284873.1",0,0,0,0,0,0,0,0,0,1
"ENSG00000284874.1",3,76,50,44,14,41,3,15,12,20
"ENSG00000284876.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284879.1",3,2,5,3,0,3,1,1,4,9
"ENSG00000284882.1",14,26,15,6,18,29,15,18,20,18
"ENSG00000284883.1",7,18,0,0,6,9,0,3,0,0
"ENSG00000284892.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284895.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284902.1",0,0,0,1,0,3,1,0,0,0
"ENSG00000284906.2",0,0,0,0,0,3,0,0,0,0
"ENSG00000284914.1",0,2,2,0,2,4,0,1,0,2
"ENSG00000284917.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284922.2",12,9,30,6,4,6,4,4,10,7
"ENSG00000284928.1",1,0,0,0,0,0,0,1,4,1
"ENSG00000284930.1",0,3,1,0,0,0,1,0,0,3
"ENSG00000284931.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284932.1",0,1,0,0,0,0,0,2,0,0
"ENSG00000284934.2",1,0,7,0,2,0,0,0,0,0
"ENSG00000284946.1",26,150,168,26,128,33,4,16,1,18
"ENSG00000284948.1",2,22,0,31,56,4,1,0,11,2
"ENSG00000284951.1",0,0,0,0,0,0,0,1,0,1
"ENSG00000284952.1",1,0,2,0,0,0,0,0,1,2
"ENSG00000284954.1",1,3,14,13,6,3,2,4,3,8
"ENSG00000284956.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284957.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284959.2",10,39,42,4,30,57,10,43,60,23
"ENSG00000284962.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284964.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284966.3",5,23,5,0,14,23,9,12,3,4
"ENSG00000284968.1",71,112,29,34,82,155,114,165,85,97
"ENSG00000284969.1",0,0,1,0,0,4,0,0,9,3
"ENSG00000284976.1",1134,1537,250,2022,1191,516,220,832,562,1407
"ENSG00000284977.2",15,12,14,6,11,33,56,15,44,9
"ENSG00000284981.1",0,0,1,0,0,0,0,0,0,2
"ENSG00000284985.1",1,0,0,0,1,0,0,1,0,0
"ENSG00000284986.1",0,0,0,0,0,0,0,0,0,1
"ENSG00000284987.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284988.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284989.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000284994.1",2,6,8,2,5,0,1,2,1,0
"ENSG00000284999.1",5,1,1,1,1,0,0,1,0,1
"ENSG00000285000.1",3,2,8,0,3,4,20,1,2,2
"ENSG00000285006.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285010.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285012.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000285016.1",1,3,0,0,1,0,0,1,0,0
"ENSG00000285018.1",19,8,46,6,29,16,1,13,9,8
"ENSG00000285020.1",6,8,1,0,0,0,0,2,0,0
"ENSG00000285025.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285030.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285035.1",0,0,1,1,0,0,0,0,0,1
"ENSG00000285040.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285041.1",0,0,0,0,3,0,0,0,0,0
"ENSG00000285042.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285043.2",138,294,109,233,44,44,22,138,66,76
"ENSG00000285045.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000285051.2",2,0,3,1,4,40,4,40,50,56
"ENSG00000285053.1",95,161,270,72,129,49,19,54,30,42
"ENSG00000285057.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285062.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285064.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000285068.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285076.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285077.2",1,22,9,23,24,12,5,7,4,7
"ENSG00000285079.1",0,2,0,0,1,7,0,1,1,4
"ENSG00000285080.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285081.1",0,2,3,0,0,0,6,1,0,3
"ENSG00000285082.2",0,1,0,0,0,0,3,0,0,0
"ENSG00000285085.1",0,0,0,0,1,0,2,0,0,0
"ENSG00000285090.1",16,4,5,6,10,9,4,2,15,10
"ENSG00000285091.1",19,16,9,16,11,3,2,10,2,6
"ENSG00000285094.1",38,51,114,3013,3,0,1,3,9,37
"ENSG00000285095.2",0,5,0,2,2,2,3,0,3,5
"ENSG00000285100.1",0,0,0,0,7,0,0,0,0,1
"ENSG00000285102.1",0,2,0,0,2,0,0,1,0,0
"ENSG00000285103.2",12,19,169,6,80,82,52,39,127,26
"ENSG00000285106.2",14,14,5,3,13,38,13,20,27,30
"ENSG00000285108.1",26,40,33,4,33,10,0,9,0,13
"ENSG00000285115.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285116.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285117.1",0,3,0,0,0,0,0,1,1,0
"ENSG00000285122.1",1,0,4,0,0,0,3,2,2,4
"ENSG00000285128.1",11,74,39,109,22,42,2,28,15,51
"ENSG00000285130.2",12,18,12,14,4,15,7,16,21,22
"ENSG00000285133.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285135.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285142.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285144.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285151.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285155.1",3,3,2,0,1,7,0,1,0,3
"ENSG00000285159.1",20,1,0,2,0,0,0,1,0,3
"ENSG00000285160.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285162.1",0,0,0,0,1,0,2,0,0,0
"ENSG00000285163.1",0,0,0,0,0,0,0,2,0,0
"ENSG00000285165.1",1,3,1,0,1,0,0,3,1,0
"ENSG00000285169.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000285171.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285177.1",0,0,0,1,0,0,0,0,0,0
"ENSG00000285179.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285184.3",65,235,307,48,190,74,28,89,53,103
"ENSG00000285188.1",1,2,0,0,0,0,2,0,0,0
"ENSG00000285190.1",3,1,3,1,0,1,1,2,0,2
"ENSG00000285191.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285201.1",0,1,1,0,4,0,0,1,0,5
"ENSG00000285204.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285205.2",10,81,5,6,9,18,13,12,11,29
"ENSG00000285210.1",15,86,67,2,44,4,1,2,0,9
"ENSG00000285212.1",12,1,1,0,7,3,0,4,0,0
"ENSG00000285215.2",1,0,3,0,2,0,2,7,6,13
"ENSG00000285216.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285218.1",0,0,0,0,0,1,0,2,0,1
"ENSG00000285219.2",288,60,446,97,163,157,101,176,134,217
"ENSG00000285220.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285228.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285230.2",210,315,701,580,150,157,70,158,147,197
"ENSG00000285231.1",1,1,1,0,1,0,0,2,0,0
"ENSG00000285237.1",1,0,0,0,0,7,0,0,0,0
"ENSG00000285238.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000285239.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285244.1",5,0,1,1,0,0,4,2,0,3
"ENSG00000285245.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285253.1",0,0,2,0,0,0,4,1,0,0
"ENSG00000285254.2",0,0,6,0,0,2,1,0,0,0
"ENSG00000285257.1",19,33,1,2,15,27,2,9,23,8
"ENSG00000285268.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285269.2",1,2,0,1,0,11,3,4,0,3
"ENSG00000285278.1",371,93,442,77,120,46,7,56,17,33
"ENSG00000285280.2",8,13,21,6,71,16,5,19,24,8
"ENSG00000285283.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285287.1",4,2,4,1,0,2,0,4,3,2
"ENSG00000285292.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285294.1",0,0,1,0,15,84,10,48,15,14
"ENSG00000285300.1",4,2,4,2,0,1,0,0,0,0
"ENSG00000285303.1",2,1,0,0,0,4,1,1,0,1
"ENSG00000285304.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285314.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285323.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285325.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000285329.1",2,9,2,0,0,0,2,2,2,6
